,Dataline,PlayerLinenumber,Play,ActSceneLine,PlayerLine
29423,29424,6.0,7,3776,55479
3993,3994,4.0,11,3831,24725
91916,91917,95.0,29,1224,41401
80961,80962,40.0,25,13563,29153
72896,72897,36.0,23,3052,33994
94870,94871,19.0,30,7247,37775
100493,100494,27.0,32,4622,54649
89774,89775,107.0,28,3259,58465
81406,81407,6.0,26,785,70287
17072,17073,34.0,5,6787,64765
6925,6926,6.0,12,3111,79741
20954,20955,42.0,4,6555,89527
110536,110537,179.0,2,11619,40610
61775,61776,27.0,20,1862,15164
28869,28870,19.0,7,2199,93950
107985,107986,9.0,2,1061,79799
80702,80703,60.0,25,9186,88124
94039,94040,95.0,30,466,29750
1799,1800,63.0,9,6090,48534
14505,14506,37.0,3,8468,17528
64751,64752,1.0,21,3078,70688
21923,21924,15.0,4,13444,19977
82451,82452,95.0,26,2068,18002
6166,6167,11.0,11,15688,74111
70273,70274,53.0,22,4316,3964
38091,38092,4.0,10,8250,40106
83371,83372,28.0,26,8177,9232
31729,31730,17.0,7,14908,54905
5331,5332,4.0,11,11091,54606
73390,73391,71.0,23,4410,24803
106091,106092,77.0,34,3073,73766
84059,84060,57.0,26,9880,14515
60535,60536,17.0,19,10692,91461
39539,39540,1.0,10,12884,34697
92427,92428,144.0,29,3280,73027
89524,89525,19.0,28,3600,31201
28398,28399,26.0,6,15708,29015
57892,57893,59.0,35,10508,74126
89356,89357,47.0,28,959,15409
2102,2103,30.0,9,6943,95754
73126,73127,1.0,23,4086,99945
32423,32424,138.0,7,15644,25779
106409,106410,95.0,34,4750,86147
21914,21915,14.0,4,13396,65831
43573,43574,24.0,16,801,16948
72822,72823,15.0,23,3500,30947
16255,16256,27.0,5,1834,60397
13384,13385,47.0,3,3060,78831
29522,29523,23.0,7,3657,2501
102089,102090,103.0,32,12046,31141
57711,57712,13.0,35,10887,3411
76476,76477,45.0,24,3068,76600
20866,20867,16.0,4,6699,90554
72840,72841,23.0,23,3605,46244
21850,21851,28.0,4,9749,43535
91446,91447,14.0,29,624,101061
12768,12769,27.0,3,328,19174
74929,74930,72.0,23,9930,64973
63473,63474,36.0,20,9011,100676
33615,33616,18.0,8,4248,46376
29961,29962,12.0,7,6315,30975
108610,108611,33.0,2,3038,83005
6044,6045,35.0,11,14953,14031
82075,82076,82.0,26,1646,9606
81255,81256,12.0,25,15118,62173
101606,101607,47.0,32,9864,21940
9907,9908,6.0,13,1457,32048
58402,58403,7.0,19,580,73316
84368,84369,58.0,26,11050,3649
91788,91789,65.0,29,1087,33816
96320,96321,75.0,30,13077,41927
101468,101469,19.0,32,9382,67159
87112,87113,17.0,27,7290,60599
68427,68428,92.0,1,7073,68985
99638,99639,140.0,32,1062,70015
79840,79841,4.0,25,6980,7383
65,66,5.0,9,785,59271
33937,33938,130.0,8,3978,65781
36971,36972,17.0,10,918,16999
74785,74786,19.0,23,10096,90751
75559,75560,120.0,23,13691,63502
17628,17629,19.0,5,8213,64754
38578,38579,14.0,10,9301,22707
72323,72324,32.0,23,878,54052
72308,72309,28.0,23,1455,73709
94970,94971,6.0,30,7870,44411
34166,34167,2.0,8,6308,16226
35261,35262,11.0,8,10547,3258
69926,69927,96.0,22,3165,103053
102663,102664,1.0,32,15560,4686
68653,68654,27.0,1,8948,61936
48873,48874,31.0,15,14519,15533
59866,59867,71.0,19,6115,99327
29948,29949,9.0,7,6301,83512
42383,42384,110.0,14,7211,52950
50466,50467,19.0,17,5133,25483
70974,70975,14.0,22,9079,26253
74266,74267,38.0,23,8181,2189
70782,70783,61.0,22,7351,18619
110214,110215,110.0,2,11274,35901
14318,14319,12.0,3,8397,67891
105401,105402,97.0,33,13104,6782
38755,38756,71.0,10,9074,71958
91820,91821,74.0,29,1122,22032
80251,80252,31.0,25,7413,62208
22873,22874,9.0,0,3931,16081
82064,82065,78.0,26,1633,55393
6020,6021,32.0,11,14927,18476
105474,105475,119.0,33,13179,13904
52574,52575,51.0,17,14605,54538
30285,30286,10.0,7,8181,30173
78881,78882,32.0,25,1549,89194
51509,51510,17.0,17,9365,37440
26276,26277,42.0,6,6336,24877
7147,7148,4.0,12,3665,68022
32768,32769,20.0,8,899,54453
92767,92768,17.0,29,6339,22984
94923,94924,3.0,30,7381,64248
78674,78675,7.0,25,1383,12300
91509,91510,6.0,29,1050,780
39900,39901,40.0,10,13679,102110
38646,38647,47.0,10,8953,103363
88355,88356,15.0,27,14518,84900
88977,88978,17.0,28,804,59574
33002,33003,11.0,8,1867,23197
41334,41335,20.0,14,4623,2327
36103,36104,78.0,8,13014,100772
103441,103442,102.0,33,2373,96101
79202,79203,18.0,25,3053,20481
10972,10973,23.0,13,6332,25110
61168,61169,128.0,19,13235,16511
11838,11839,1.0,13,12386,9603
70440,70441,12.0,22,6310,58495
60677,60678,62.0,19,10419,59502
23653,23654,18.0,0,10107,18186
103652,103653,17.0,33,4583,63335
89660,89661,50.0,28,3134,4958
29794,29795,39.0,7,4690,41544
53824,53825,77.0,18,6052,61366
91488,91489,1.0,29,1412,87094
6914,6915,2.0,12,3588,9795
23297,23298,2.0,0,7024,62186
8680,8681,5.0,12,10359,91565
7892,7893,24.0,12,7113,84695
104006,104007,32.0,33,5334,99851
87000,87001,60.0,27,6035,34236
53030,53031,70.0,18,471,101921
52242,52243,31.0,17,12677,40378
62554,62555,5.0,20,5841,36657
44201,44202,85.0,16,3381,12682
84190,84191,12.0,26,11335,1579
63036,63037,38.0,20,6970,52797
45630,45631,43.0,16,10355,68470
88086,88087,40.0,27,11870,97144
23348,23349,17.0,0,7274,21562
72200,72201,45.0,23,429,7833
45364,45365,28.0,16,9898,77177
67040,67041,6.0,1,658,14112
48998,48999,28.0,15,15655,25558
73879,73880,80.0,23,7449,32672
44090,44091,69.0,16,3262,61066
48453,48454,91.0,15,10461,69126
10542,10543,48.0,13,3728,70280
64270,64271,47.0,21,326,92482
88246,88247,1.0,27,14855,14838
39619,39620,10.0,10,13163,36744
52217,52218,24.0,17,12650,33985
71795,71796,24.0,22,14197,6318
12128,12129,8.0,13,12930,41693
97965,97966,11.0,31,7257,43842
12561,12562,12.0,13,15846,5190
52870,52871,14.0,18,798,75564
83677,83678,28.0,26,8660,67191
106964,106965,107.0,34,6181,51656
63102,63103,5.0,20,7381,37701
47165,47166,69.0,15,3248,40901
73762,73763,54.0,23,7319,12104
47899,47900,30.0,15,6771,88441
87214,87215,10.0,27,7725,32487
21548,21549,3.0,4,9572,75960
92362,92363,129.0,29,3207,56222
47164,47165,69.0,15,3247,87273
18443,18444,35.0,5,14907,32543
95113,95114,5.0,30,8427,32636
24940,24941,35.0,6,1875,40450
7676,7677,35.0,12,6069,22904
97531,97532,8.0,31,4726,28534
30308,30309,11.0,7,7828,76066
82472,82473,2.0,26,3631,17991
93371,93372,65.0,29,9124,36210
31075,31076,73.0,7,10025,12725
15119,15120,3.0,3,11069,63336
85817,85818,12.0,27,2165,37479
57201,57202,42.0,35,7862,87356
66822,66823,16.0,21,15666,43378
90127,90128,40.0,28,6783,7951
53400,53401,12.0,18,3615,63160
55294,55295,220.0,18,13994,21086
71535,71536,56.0,22,12967,93321
35650,35651,4.0,8,12434,26807
72703,72704,78.0,23,1751,91318
100986,100987,35.0,32,6790,8062
97686,97687,18.0,31,5939,49862
86356,86357,1.0,27,4637,66368
49937,49938,97.0,17,2110,84457
65286,65287,10.0,21,4303,25381
69933,69934,96.0,22,3173,95193
45342,45343,23.0,16,9875,47180
40102,40103,83.0,14,305,32303
42776,42777,38.0,14,9935,12822
63383,63384,15.0,20,9387,35547
3999,4000,4.0,11,3898,78993
13844,13845,105.0,3,4461,63920
110025,110026,47.0,2,11075,13554
98179,98180,16.0,31,10280,90583
88770,88771,7.0,28,200,92278
84908,84909,34.0,26,14895,38120
104559,104560,39.0,33,8196,92740
44231,44232,93.0,16,3414,41222
66733,66734,7.0,21,14613,91287
47864,47865,25.0,15,7266,70805
2945,2946,16.0,9,14840,96610
70545,70546,19.0,22,7113,49131
65986,65987,29.0,21,8415,32297
34965,34966,28.0,8,8163,44027
32619,32620,58.0,8,411,59955
42658,42659,11.0,14,10297,71767
71338,71339,27.0,22,10240,23703
93810,93811,5.0,30,768,13805
74836,74837,33.0,23,10317,44693
95954,95955,144.0,30,10755,63600
73155,73156,5.0,23,4325,92884
80710,80711,67.0,25,9195,64479
55722,55723,399.0,18,14451,61883
75721,75722,172.0,23,13861,73443
58414,58415,7.0,19,713,39924
55459,55460,304.0,18,14166,71159
7885,7886,19.0,12,7035,57164
60842,60843,22.0,19,13461,19948
40936,40937,24.0,14,3602,3585
98529,98530,12.0,31,11624,47959
74551,74552,41.0,23,8972,50890
70445,70446,13.0,22,6315,38406
24356,24357,95.0,0,13171,2546
11992,11993,17.0,13,12627,74650
56467,56468,14.0,35,3898,17097
92641,92642,37.0,29,3705,97362
76852,76853,29.0,24,5345,56840
27822,27823,22.0,6,13459,56659
70775,70776,59.0,22,7343,92630
3262,3263,8.0,11,776,56257
13822,13823,96.0,3,4439,96364
339,340,3.0,9,1501,47437
58091,58092,15.0,35,14840,20403
109357,109358,38.0,2,6897,29996
104470,104471,2.0,33,8183,29814
9610,9611,34.0,13,807,84620
81515,81516,1.0,26,861,57848
23179,23180,36.0,0,6338,90841
1817,1818,70.0,9,6109,19698
23499,23500,3.0,0,9001,2546
40469,40470,14.0,14,1443,54815
100109,100110,31.0,32,3522,70110
7506,7507,4.0,12,6306,20912
90948,90949,1.0,28,11953,26997
104944,104945,1.0,33,9962,96931
43683,43684,48.0,16,421,6362
100604,100605,61.0,32,4348,78982
6352,6353,23.0,12,389,80895
36732,36733,3.0,10,402,1602
52275,52276,2.0,17,13351,54877
49214,49215,51.0,17,415,59143
25370,25371,5.0,6,838,14843
42695,42696,18.0,14,10335,5032
88074,88075,33.0,27,11857,37041
16751,16752,8.0,5,5675,39838
16512,16513,10.0,5,4617,75951
66202,66203,24.0,21,10285,94693
98241,98242,42.0,31,9861,74799
31929,31930,20.0,7,15686,20027
108662,108663,42.0,2,3094,24341
36968,36969,17.0,10,914,84139
6969,6970,27.0,12,3577,50798
102144,102145,6.0,32,12908,85717
65866,65867,28.0,21,8160,76839
103601,103602,6.0,33,3898,4461
32981,32982,8.0,8,1844,27417
53066,53067,82.0,18,510,91444
33887,33888,112.0,8,3924,94067
19299,19300,19.0,4,4053,53747
24905,24906,17.0,6,1836,79112
41353,41354,22.0,14,4643,74920
106501,106502,1.0,34,5388,77240
25341,25342,19.0,6,2888,17813
43135,43136,15.0,14,14860,46173
40054,40055,82.0,10,13845,22081
80753,80754,2.0,25,13019,58952
36800,36801,15.0,10,809,21003
14164,14165,38.0,3,7287,83214
103539,103540,3.0,33,3133,94340
41546,41547,24.0,14,4708,10793
2098,2099,29.0,9,6939,98178
59447,59448,14.0,19,5134,12438
41287,41288,8.0,14,4492,15022
52733,52734,102.0,17,14772,71076
87871,87872,5.0,27,10448,46839
71004,71005,22.0,22,9366,13963
31529,31530,6.0,7,14647,29888
16226,16227,16.0,5,1667,49161
9302,9303,41.0,12,12960,65213
89103,89104,51.0,28,439,78604
79727,79728,40.0,25,4335,41855
10944,10945,10.0,13,6301,51155
7264,7265,7.0,12,4584,63252
51062,51063,26.0,17,8196,102952
51869,51870,17.0,17,12418,38221
7964,7965,27.0,12,6774,24468
69510,69511,92.0,22,445,98157
98213,98214,36.0,31,10316,87411
53181,53182,39.0,18,1431,93207
33781,33782,72.0,8,3806,69312
20347,20348,3.0,4,8036,58209
32275,32276,108.0,7,15482,77333
91583,91584,22.0,29,863,76272
95571,95572,24.0,30,10341,16213
61492,61493,26.0,20,352,65346
110868,110869,30.0,2,12938,49865
38088,38089,4.0,10,8217,46207
89009,89010,23.0,28,335,102001
82960,82961,14.0,26,6294,88625
74927,74928,71.0,23,9927,61010
15176,15177,21.0,3,12096,99468
31990,31991,36.0,7,15171,20299
55167,55168,174.0,18,13854,78587
109862,109863,11.0,2,11746,25254
71363,71364,40.0,22,10302,100248
48387,48388,57.0,15,10394,80804
81209,81210,1.0,25,15638,83278
35580,35581,52.0,8,11929,90729
108648,108649,38.0,2,3080,47920
46167,46168,9.0,16,15958,55745
11249,11250,6.0,13,7581,54833
32574,32575,50.0,8,365,7771
88266,88267,4.0,27,14647,26238
68855,68856,2.0,1,13030,41463
26460,26461,94.0,6,6114,88394
11108,11109,65.0,13,6772,88661
18239,18240,21.0,5,14308,27297
8338,8339,4.0,12,9045,4853
17998,17999,22.0,5,10910,60692
74517,74518,37.0,23,9410,18934
38754,38755,70.0,10,9073,38445
52689,52690,84.0,17,14726,57166
10943,10944,10.0,13,6300,75757
15919,15920,2.0,5,1083,91636
103924,103925,36.0,33,4668,16493
87420,87421,5.0,27,8379,41829
77090,77091,13.0,24,7146,62705
26829,26830,9.0,6,7437,7731
93395,93396,75.0,29,9148,43409
49750,49751,60.0,17,1914,21758
88669,88670,19.0,28,107,5466
88484,88485,47.0,27,14641,6575
30324,30325,15.0,7,7845,24530
105264,105265,54.0,33,12959,13574
69538,69539,99.0,22,476,170
66691,66692,5.0,21,13096,25401
1499,1500,180.0,9,5079,50912
92347,92348,127.0,29,3191,51770
78287,78288,1.0,24,14877,13037
58692,58693,7.0,19,1756,33732
76666,76667,29.0,24,4629,36198
38192,38193,13.0,10,8570,43029
50930,50931,14.0,17,7289,19362
20281,20282,21.0,4,7548,72731
38232,38233,24.0,10,8613,36177
40031,40032,77.0,10,13822,40210
62457,62458,4.0,20,5741,35323
70241,70242,40.0,22,4280,29097
95355,95356,52.0,30,8476,30602
28357,28358,15.0,6,15869,57381
90478,90479,66.0,28,9046,71619
88590,88591,65.0,27,14757,60734
26652,26653,6.0,6,6924,68362
94244,94245,23.0,30,871,72441
15152,15153,4.0,3,11887,40462
70145,70146,5.0,22,4469,97560
107423,107424,1.0,34,11036,98387
97409,97410,49.0,31,4384,33007
46890,46891,5.0,15,3278,9113
81657,81658,49.0,26,909,41575
59047,59048,97.0,19,3171,69440
32904,32905,78.0,8,1048,38073
86973,86974,56.0,27,6005,41427
87877,87878,5.0,27,10503,80238
45120,45121,16.0,16,9367,57498
49423,49424,14.0,17,1261,90697
92562,92563,9.0,29,4233,29827
110254,110255,125.0,2,11318,45033
8553,8554,41.0,12,10308,98350
13722,13723,61.0,3,4331,14939
78334,78335,16.0,24,14848,2157
103930,103931,36.0,33,4675,54873
88007,88008,17.0,27,12107,39808
33544,33545,2.0,8,3798,24889
36797,36798,15.0,10,806,82968
50330,50331,52.0,17,3675,59287
59539,59540,41.0,19,4705,43226
83947,83948,11.0,26,9985,80704
19680,19681,22.0,4,5333,18487
42087,42088,61.0,14,6888,28452
41342,41343,21.0,14,4632,78060
80800,80801,6.0,25,13448,67224
94298,94299,41.0,30,924,46360
109267,109268,20.0,2,6801,90672
18657,18658,7.0,4,895,19131
108253,108254,67.0,2,1075,25678
99823,99824,8.0,32,1542,59270
100714,100715,17.0,32,6042,84282
4270,4271,41.0,11,4683,56490
51700,51701,8.0,17,10514,38374
21232,21233,14.0,4,11202,64234
74697,74698,130.0,23,9126,47388
18728,18729,52.0,4,1438,44629
29320,29321,54.0,7,2682,51832
84845,84846,11.0,26,14832,60915
96056,96057,162.0,30,10866,48469
34068,34069,155.0,8,4122,854
95243,95244,5.0,30,8611,36027
2242,2243,3.0,9,8979,21452
6972,6973,28.0,12,3601,56264
41912,41913,13.0,14,7168,14909
73831,73832,71.0,23,7395,17565
34436,34437,14.0,8,7247,64343
14191,14192,42.0,3,6782,10867
71179,71180,69.0,22,9085,52777
67713,67714,9.0,1,4175,61679
63180,63181,7.0,20,8153,10803
88098,88099,46.0,27,11883,94382
79585,79586,9.0,25,4492,14551
65449,65450,35.0,21,6328,36841
91259,91260,43.0,28,14231,20081
69092,69093,67.0,1,13065,99677
53755,53756,56.0,18,5982,99219
14937,14938,65.0,3,10413,93973
36693,36694,1.0,10,288,52177
20406,20407,3.0,4,8527,28983
54435,54436,66.0,18,10477,12641
22921,22922,30.0,0,4241,2546
98447,98448,30.0,31,10360,19433
46957,46958,20.0,15,3630,36398
25338,25339,17.0,6,2990,79721
87862,87863,3.0,27,10359,40248
57071,57072,4.0,35,8194,24535
57665,57666,6.0,35,10559,34377
50422,50423,6.0,17,4682,98542
19890,19891,44.0,4,5389,13039
449,450,10.0,9,1482,57786
33787,33788,76.0,8,3813,69071
97849,97850,53.0,31,6109,22651
96612,96613,17.0,31,366,86821
63268,63269,17.0,20,8403,86114
31745,31746,20.0,7,14925,67272
26789,26790,37.0,6,6825,19871
33147,33148,19.0,8,2217,42084
92381,92382,135.0,29,3228,14244
15759,15760,1.0,5,369,92496
44247,44248,93.0,16,3431,67417
58099,58100,16.0,35,14849,46568
9216,9217,16.0,12,13451,52070
58767,58768,19.0,19,2179,18392
24144,24145,44.0,0,12942,84288
73476,73477,91.0,23,4502,100539
21688,21689,31.0,4,9602,66764
99401,99402,24.0,32,1350,65116
78078,78079,45.0,24,12948,56162
79210,79211,19.0,25,3062,24806
103667,103668,23.0,33,4599,77956
48283,48284,18.0,15,10758,7053
65766,65767,73.0,21,7373,89507
7038,7039,67.0,12,3063,15294
110701,110702,229.0,2,11797,91499
35934,35935,14.0,8,13174,85350
63454,63455,31.0,20,8991,11341
106647,106648,2.0,34,5997,42140
47676,47677,69.0,15,6060,79122
74415,74416,91.0,23,7961,7923
61538,61539,31.0,20,403,49729
35112,35113,52.0,8,7943,16554
20821,20822,4.0,4,6713,25814
29144,29145,13.0,7,2731,41170
75367,75368,18.0,23,13953,70328
75980,75981,19.0,24,394,47254
72046,72047,8.0,23,702,18830
17273,17274,121.0,5,7007,89752
24794,24795,1.0,6,972,64811
62675,62676,19.0,20,6309,95864
43840,43841,10.0,16,3577,74855
66481,66482,3.0,21,12120,100086
51541,51542,27.0,17,9398,5464
12100,12101,16.0,13,12764,50655
29929,29930,5.0,7,6197,51292
63722,63723,113.0,20,9286,67653
106837,106838,48.0,34,6044,84418
38429,38430,54.0,10,8879,18102
41930,41931,21.0,14,7254,39854
83406,83407,35.0,26,7835,35637
15160,15161,10.0,3,11976,37169
49644,49645,19.0,17,2164,98323
99500,99501,90.0,32,921,71128
48709,48710,38.0,15,12910,50918
49597,49598,6.0,17,1590,79485
32400,32401,135.0,7,15619,75958
27716,27717,7.0,6,12617,85857
34010,34011,145.0,8,4057,53518
73062,73063,79.0,23,3231,42834
16143,16144,99.0,5,997,90082
101025,101026,49.0,32,6833,76781
59468,59469,21.0,19,5157,7423
86689,86690,3.0,27,5291,50883
53103,53104,100.0,18,549,57195
84076,84077,1.0,26,10669,21104
51512,51513,18.0,17,9368,3201
14048,14049,4.0,3,5986,18195
22118,22119,49.0,4,13596,75009
58431,58432,9.0,19,784,80099
87588,87589,57.0,27,8303,74555
96036,96037,159.0,30,10844,24094
6660,6661,21.0,12,1860,57961
107288,107289,42.0,34,10321,53906
18673,18674,20.0,4,1072,97108
25902,25903,4.0,6,4292,9487
100401,100402,24.0,32,3769,24898
85269,85270,7.0,26,15350,17794
60725,60726,1.0,19,12064,67285
68432,68433,92.0,1,7078,58191
94680,94681,74.0,30,3759,96877
61289,61290,159.0,19,13364,12827
104282,104283,56.0,33,5961,74316
97010,97011,1.0,31,3631,59766
2509,2510,20.0,9,10714,4171
73454,73455,85.0,23,4477,85305
99866,99867,16.0,32,1588,22725
49012,49013,36.0,15,15670,71611
82606,82607,33.0,26,3075,32323
103617,103618,3.0,33,4604,1387
18111,18112,11.0,5,12996,2113
49169,49170,37.0,17,367,64968
3878,3879,2.0,11,3588,72875
107726,107727,1.0,34,15050,30405
48958,48959,18.0,15,15305,54712
41319,41320,16.0,14,4607,68025
26193,26194,2.0,6,6152,54901
29127,29128,9.0,7,2713,20058
61039,61040,85.0,19,13100,28306
69391,69392,41.0,22,817,30306
111215,111216,2.0,2,14866,30088
55507,55508,334.0,18,14216,67661
98597,98598,5.0,31,13041,10575
33716,33717,39.0,8,3737,51953
37851,37852,10.0,10,7046,99678
108819,108820,15.0,2,4223,35887
58677,58678,5.0,19,1590,83143
62480,62481,8.0,20,5766,88146
96271,96272,61.0,30,13024,85244
23086,23087,79.0,0,3807,45294
32205,32206,90.0,7,15406,36425
47100,47101,58.0,15,3179,57784
33596,33597,17.0,8,4228,53536
21450,21451,17.0,4,12848,75902
75674,75675,155.0,23,13810,3980
56278,56279,1.0,35,2787,61488
39864,39865,32.0,10,13638,42317
76551,76552,14.0,24,3920,1228
88508,88509,54.0,27,14666,47954
109276,109277,24.0,2,6811,12174
69659,69660,8.0,22,1690,95040
66814,66815,16.0,21,15657,22090
105426,105427,105.0,33,13131,56155
24350,24351,93.0,0,13165,62270
26230,26231,23.0,6,6252,67686
13916,13917,19.0,3,5070,61485
85275,85276,7.0,26,15416,7021
13727,13728,61.0,3,4337,53441
71698,71699,103.0,22,13145,97650
8589,8590,61.0,12,9860,74285
61443,61444,17.0,20,799,88916
73980,73981,106.0,23,7555,21416
690,691,19.0,9,3378,94602
51388,51389,28.0,17,8836,82780
18294,18295,2.0,5,14844,103213
103194,103195,13.0,33,2169,74008
55901,55902,8.0,35,1601,79105
35582,35583,52.0,8,11932,30853
5790,5791,34.0,11,14524,33514
8414,8415,25.0,12,9412,8014
74685,74686,120.0,23,9113,11401
5501,5502,3.0,11,12610,27664
9801,9802,120.0,13,511,28235
109492,109493,10.0,2,7811,91181
71613,71614,82.0,22,13051,102016
45678,45679,52.0,16,10407,31411
81450,81451,16.0,26,333,25376
65429,65430,25.0,21,6309,0
56166,56167,4.0,35,2462,84472
29120,29121,7.0,7,2705,66495
76580,76581,23.0,24,4217,40625
11330,11331,29.0,13,7309,30049
66045,66046,42.0,21,8226,40946
110649,110650,217.0,2,11740,98340
91630,91631,30.0,29,914,86424
4742,4743,24.0,11,7254,17239
56308,56309,7.0,35,2819,84060
79728,79729,40.0,25,4337,23923
27293,27294,39.0,6,12123,72358
10806,10807,2.0,13,5459,8211
61284,61285,157.0,19,13359,31200
43915,43916,23.0,16,3070,69760
53350,53351,2.0,18,3211,14689
8299,8300,5.0,12,7381,26224
8518,8519,26.0,12,10173,90588
109542,109543,22.0,2,7334,102736
98090,98091,25.0,31,9417,58724
67546,67547,21.0,1,3119,22493
93861,93862,27.0,30,775,34568
38274,38275,34.0,10,8484,96115
65176,65177,67.0,21,3758,100476
39892,39893,38.0,10,13670,92575
87272,87273,30.0,27,7296,52214
97177,97178,6.0,31,3809,5212
52850,52851,8.0,18,776,80322
93210,93211,20.0,29,8958,4807
5991,5992,28.0,11,15112,86717
64238,64239,29.0,21,791,32767
110624,110625,207.0,2,11712,11349
101987,101988,72.0,32,11933,87497
84570,84571,126.0,26,11274,20602
63181,63182,7.0,20,8154,15642
93979,93980,62.0,30,401,23840
23568,23569,29.0,0,9400,22183
32881,32882,65.0,8,1023,5635
51256,51257,22.0,17,8586,15313
93340,93341,51.0,29,9089,13498
104170,104171,10.0,33,6042,91793
91967,91968,100.0,29,1273,71153
80546,80547,34.0,25,9017,6887
69183,69184,95.0,1,13157,11187
84798,84799,4.0,26,13665,83230
35445,35446,19.0,8,12112,3471
62989,62990,34.0,20,6918,89935
95797,95798,87.0,30,10586,82528
62072,62073,41.0,20,3682,57828
49560,49561,47.0,17,952,102055
105278,105279,57.0,33,12973,28256
6121,6122,8.0,11,15505,14475
19487,19488,78.0,4,3792,83578
71491,71492,32.0,22,12921,26062
70104,70105,14.0,22,4009,98089
5082,5083,26.0,11,8947,39606
6496,6497,5.0,12,1150,45729
29478,29479,13.0,7,4228,103185
30543,30544,28.0,7,8211,73113
111030,111031,1.0,2,13542,15007
69542,69543,102.0,22,481,35024
67639,67640,38.0,1,3217,2282
74515,74516,37.0,23,9408,83921
78535,78536,18.0,25,357,24818
81570,81571,9.0,26,1361,51950
15300,15301,3.0,3,13565,92541
23400,23401,39.0,0,6797,2546
107520,107521,23.0,34,10929,39175
89834,89835,127.0,28,3324,39619
65224,65225,79.0,21,3811,99801
77020,77021,54.0,24,8349,44445
95034,95035,27.0,30,8178,32439
38199,38200,13.0,10,8577,61031
88455,88456,35.0,27,14612,17058
66783,66784,11.0,21,15372,36376
86815,86816,6.0,27,6075,97237
26632,26633,1.0,6,7248,14314
102400,102401,96.0,32,13592,78146
48607,48608,1.0,15,13240,41922
62053,62054,30.0,20,3661,26810
51506,51507,16.0,17,9361,13680
92836,92837,17.0,29,7079,91547
83070,83071,68.0,26,5990,70770
43664,43665,45.0,16,401,33051
59859,59860,71.0,19,6107,97856
90978,90979,13.0,28,12065,28067
48148,48149,13.0,15,9190,60013
26498,26499,112.0,6,6155,56378
11045,11046,26.0,13,7190,69922
25318,25319,11.0,6,2968,76166
11578,11579,28.0,13,9395,48441
29773,29774,33.0,7,4669,14071
26689,26690,21.0,6,7250,67988
37754,37755,1.0,10,5904,27418
101687,101688,17.0,32,11413,82275
102308,102309,46.0,32,14053,23768
86122,86123,9.0,27,3344,12235
62713,62714,29.0,20,6347,36194
89087,89088,43.0,28,420,15973
101035,101036,49.0,32,6844,7896
105202,105203,29.0,33,13469,62177
61842,61843,37.0,20,1511,22940
108079,108080,31.0,2,887,54007
494,495,22.0,9,1529,77710
41330,41331,20.0,14,4619,61957
85553,85554,1.0,27,861,15920
29765,29766,31.0,7,4661,14896
49640,49641,17.0,17,2137,99039
7160,7161,4.0,12,3809,57817
80592,80593,43.0,25,9067,67790
58317,58318,11.0,35,16062,59947
8698,8699,3.0,12,11801,37935
88544,88545,56.0,27,14706,8118
11808,11809,1.0,13,12131,10835
107298,107299,47.0,34,10332,73846
2886,2887,21.0,9,14497,87011
107474,107475,12.0,34,11568,69975
41899,41900,7.0,14,7024,11676
14727,14728,15.0,3,10285,39847
77313,77314,1.0,24,9363,83254
25727,25728,7.0,6,3920,48862
382,383,6.0,9,1832,75503
30208,30209,1.0,7,7825,72414
88583,88584,63.0,27,14750,69669
95706,95707,57.0,30,10487,56526
95000,95001,16.0,30,8144,22256
95068,95069,38.0,30,7834,44398
156,157,11.0,9,1228,32146
54831,54832,32.0,18,14098,78432
64561,64562,43.0,21,1866,31586
34522,34523,47.0,8,6800,78783
28593,28594,24.0,7,341,42574
95251,95252,7.0,30,8527,32943
39125,39126,29.0,10,11446,102314
21959,21960,1.0,4,13542,46836
106178,106179,1.0,34,4469,96694
107975,107976,4.0,2,950,78427
61403,61404,4.0,20,635,76052
25859,25860,33.0,6,3712,59456
59671,59672,23.0,19,6326,87551
17465,17466,5.0,5,8161,31338
103934,103935,38.0,33,4679,4615
98916,98917,37.0,31,13610,53479
10083,10084,17.0,13,1908,88253
42896,42897,26.0,14,13479,59304
38333,38334,2.0,10,8744,88801
81694,81695,64.0,26,948,47831
100719,100720,22.0,32,6097,84305
68425,68426,92.0,1,7071,73425
48488,48489,101.0,15,10499,53532
35002,35003,29.0,8,8203,72418
36061,36062,61.0,8,12969,77955
11117,11118,68.0,13,6782,95603
56481,56482,20.0,35,4053,44460
73778,73779,56.0,23,7336,11327
23396,23397,37.0,0,6793,45118
1198,1199,80.0,9,4755,57887
11209,11210,81.0,13,6882,76992
52708,52709,90.0,17,14744,38827
48555,48556,127.0,15,10566,36887
93879,93880,29.0,30,795,62698
6623,6624,17.0,12,1819,9261
57427,57428,26.0,35,9397,81557
935,936,7.0,9,4617,80226
44688,44689,53.0,16,6131,41313
39853,39854,30.0,10,13626,36920
33267,33268,19.0,8,2529,10502
4562,4563,26.0,11,5952,18812
108731,108732,55.0,2,3171,72534
38987,38988,10.0,10,10872,78531
76489,76490,49.0,24,3082,37947
106722,106723,16.0,34,6340,86265
64601,64602,13.0,21,2092,79447
88661,88662,17.0,28,98,24310
62373,62374,4.0,20,5578,37023
42879,42880,20.0,14,13462,3711
21765,21766,7.0,4,9765,60026
1524,1525,192.0,9,5107,99857
