,Dataline,PlayerLinenumber,Play,ActSceneLine,PlayerLine
12911,12912,5.0,3,939,65759
83171,83172,17.0,26,7146,16053
69095,69096,68.0,1,13068,99426
106372,106373,85.0,34,4709,22876
84842,84843,11.0,26,14802,77254
105661,105662,46.0,34,333,17307
109590,109591,2.0,2,10281,34315
44743,44744,68.0,16,6192,83291
107059,107060,19.0,34,7124,90207
41815,41816,30.0,14,5992,47268
9043,9044,9.0,12,12849,38105
25657,25658,88.0,6,3210,60025
15064,15065,113.0,3,10553,27214
811,812,25.0,9,4217,81244
98526,98527,12.0,31,11591,11904
93905,93906,33.0,30,823,21971
17471,17472,9.0,5,7848,98158
51967,51968,39.0,17,12211,14980
61608,61609,43.0,20,478,102229
74381,74382,80.0,23,7923,37401
41628,41629,30.0,14,4799,75059
3103,3104,28.0,9,14927,95096
9995,9996,4.0,13,2164,6463
61510,61511,28.0,20,372,43630
106499,106500,1.0,34,5522,12971
49157,49158,36.0,17,354,27231
55502,55503,330.0,18,14211,33635
68994,68995,28.0,1,12964,82751
10027,10028,14.0,13,2198,64468
71917,71918,24.0,22,15067,71479
82101,82102,88.0,26,1674,28571
76560,76561,17.0,24,3998,9864
11046,11047,27.0,13,7202,38019
82584,82585,32.0,26,3052,25940
63334,63335,7.0,20,9079,62563
82281,82282,21.0,26,1884,100854
1456,1457,168.0,9,5039,97405
44589,44590,26.0,16,6021,73108
87362,87363,2.0,27,8183,70262
96521,96522,5.0,31,774,63081
91920,91921,96.0,29,1229,73704
9213,9214,15.0,12,13448,43932
64190,64191,13.0,21,469,49978
90059,90060,16.0,28,7243,97681
65709,65710,52.0,21,7319,81235
89713,89714,86.0,28,3192,81539
102683,102684,4.0,32,15250,9040
6412,6413,33.0,12,453,10972
30675,30676,5.0,7,8569,83917
33874,33875,106.0,8,3910,102063
99203,99204,43.0,32,284,73641
97174,97175,5.0,31,3776,54639
40214,40215,20.0,14,334,20495
81568,81569,9.0,26,1339,39015
24989,24990,13.0,6,2059,69481
76829,76830,19.0,24,5320,16009
65784,65785,84.0,21,7393,17940
82263,82264,13.0,26,2217,39451
47020,47021,39.0,15,3091,86018
47268,47269,10.0,15,3942,57693
48810,48811,12.0,15,14842,18535
40043,40044,80.0,10,13834,72849
82343,82344,58.0,26,1952,75156
71110,71111,59.0,22,9008,83596
103631,103632,9.0,33,4358,18145
42305,42306,94.0,14,7126,33983
6615,6616,15.0,12,1756,14735
94378,94379,69.0,30,1004,45722
69525,69526,95.0,22,462,92356
1995,1996,7.0,9,6828,32137
29674,29675,5.0,7,4760,67162
95490,95491,7.0,30,10503,87109
1916,1917,3.0,9,7276,6469
75499,75500,91.0,23,13626,13327
93930,93931,39.0,30,350,91426
54494,54495,81.0,18,10542,37887
39691,39692,3.0,10,13587,12664
56731,56732,55.0,35,4348,16851
62267,62268,14.0,20,5319,46156
39232,39233,5.0,10,12567,96120
5870,5871,64.0,11,14607,87447
108893,108894,14.0,2,4598,53707
55292,55293,220.0,18,13992,31466
104949,104950,2.0,33,10292,93576
5040,5041,9.0,11,9375,53139
17928,17929,6.0,5,10559,71083
63660,63661,95.0,20,9217,16407
60717,60718,8.0,19,11169,1651
6865,6866,18.0,12,2177,40523
86272,86273,32.0,27,3686,46726
91204,91205,8.0,28,13642,35145
6479,6480,2.0,12,961,7120
64854,64855,29.0,21,3050,13260
61864,61865,41.0,20,1536,10674
31582,31583,12.0,7,14871,73813
53698,53699,36.0,18,6340,20443
95224,95225,26.0,30,8225,56934
30283,30284,9.0,7,8179,72205
97896,97897,1.0,31,6757,60525
110860,110861,29.0,2,12929,13811
94011,94012,74.0,30,437,70703
58145,58146,10.0,35,15035,16057
77633,77634,12.0,24,10836,57755
90404,90405,53.0,28,8976,82281
57297,57298,1.0,35,8516,78271
99164,99165,41.0,31,14603,57854
69389,69390,40.0,22,815,88734
21745,21746,3.0,4,9774,49075
102941,102942,7.0,33,613,75258
54316,54317,36.0,18,10354,17573
59669,59670,22.0,19,6324,16425
57763,57764,20.0,35,10368,21091
3329,3330,22.0,11,346,29621
29639,29640,54.0,7,3778,88798
91186,91187,1.0,28,13542,12993
17892,17893,6.0,5,9929,9446
13167,13168,45.0,3,1546,12021
63763,63764,127.0,20,9327,10694
45338,45339,22.0,16,9870,52431
76286,76287,20.0,24,1883,78514
33761,33762,59.0,8,3786,97244
9902,9903,3.0,13,1837,4456
102140,102141,3.0,32,13441,71954
93650,93651,43.0,29,13062,82368
22841,22842,1.0,0,4197,33492
80910,80911,20.0,25,14209,662
88580,88581,63.0,27,14746,15817
109653,109654,1.0,2,10348,11293
110516,110517,173.0,2,11600,96928
31419,31420,10.0,7,11302,16991
108377,108378,86.0,2,1212,84166
66149,66150,1.0,21,10184,98397
32798,32799,21.0,8,931,27770
17580,17581,5.0,5,8415,17675
24376,24377,105.0,0,13191,84554
58285,58286,5.0,35,16029,11851
33216,33217,18.0,8,2474,51677
91493,91494,1.0,29,873,28626
4620,4621,41.0,11,6015,60241
24250,24251,66.0,0,13055,82223
70457,70458,15.0,22,6328,58666
70995,70996,21.0,22,9312,20571
54448,54449,68.0,18,10491,63991
50854,50855,3.0,17,6902,89953
104336,104337,10.0,33,6802,102444
54001,54002,61.0,18,9004,102399
48918,48919,11.0,15,15034,82170
63293,63294,22.0,20,8430,39981
2554,2555,21.0,9,10901,71488
69898,69899,88.0,22,3134,102439
9977,9978,1.0,13,2004,8428
1305,1306,119.0,9,4873,91177
44014,44015,51.0,16,3179,28459
107798,107799,18.0,34,15089,67809
83721,83722,29.0,26,8708,17550
103952,103953,7.0,33,5192,30472
14927,14928,62.0,3,10404,98804
55962,55963,28.0,35,1861,66366
29712,29713,19.0,7,5133,68214
26895,26896,37.0,6,7810,66507
66317,66318,73.0,21,9917,37881
81222,81223,3.0,25,15664,66055
22391,22392,124.0,4,13870,33795
1181,1182,70.0,9,4736,42198
60124,60125,83.0,19,6908,101928
36080,36081,72.0,8,12990,48077
57654,57655,3.0,35,10436,75193
22890,22891,15.0,0,4120,85327
54912,54913,47.0,18,13588,16418
44448,44449,7.0,16,6291,77083
20299,20300,32.0,4,7748,72233
47475,47476,17.0,15,6075,18944
49818,49819,75.0,17,1984,50146
23970,23971,71.0,0,10973,57385
71046,71047,41.0,22,9412,19971
101337,101338,48.0,32,7474,85356
18449,18450,36.0,5,14913,76385
65403,65404,10.0,21,6197,42329
12901,12902,3.0,3,1423,86507
78463,78464,10.0,25,778,70248
105602,105603,17.0,34,769,44313
92366,92367,130.0,29,3212,63870
47217,47218,81.0,15,3303,15967
7801,7802,66.0,12,6205,84484
104608,104609,67.0,33,7868,13597
102308,102309,46.0,32,14053,23768
29259,29260,41.0,7,2614,2134
80075,80076,13.0,25,7603,53562
38409,38410,37.0,10,8858,84397
103203,103204,1.0,33,2233,48200
63010,63011,37.0,20,6941,31993
44825,44826,10.0,16,7637,74441
84043,84044,47.0,26,9862,31669
1611,1612,17.0,9,6311,4417
38132,38133,8.0,10,8411,15615
6034,6035,34.0,11,14942,56862
87084,87085,11.0,27,7260,25198
62946,62947,19.0,20,6873,89040
9679,9680,70.0,13,383,90468
82415,82416,83.0,26,2032,528
107934,107935,8.0,2,491,101607
37631,37632,5.0,10,5126,66977
36978,36979,18.0,10,925,58402
111201,111202,38.0,2,13618,103155
20052,20053,54.0,4,5544,64053
79148,79149,5.0,25,3603,86696
53266,53267,73.0,18,930,20443
36306,36307,19.0,8,14297,42120
90702,90703,27.0,28,10885,82160
36693,36694,1.0,10,288,52177
106531,106532,1.0,34,5469,18212
96722,96723,37.0,31,483,57064
75262,75263,57.0,23,13481,3223
2786,2787,1.0,9,13542,52146
57576,57577,14.0,35,10218,46904
49612,49613,1.0,17,2200,58079
67913,67914,33.0,1,6339,37814
107607,107608,47.0,34,11023,19690
56172,56173,5.0,35,2468,63398
16854,16855,31.0,5,5582,4632
21880,21881,7.0,4,13019,5206
65062,65063,31.0,21,4253,93911
27668,27669,68.0,6,12263,71570
38020,38021,1.0,10,7825,3383
59042,59043,94.0,19,3165,103699
17263,17264,114.0,5,6996,86366
302,303,62.0,9,957,88197
24635,24636,45.0,6,379,89707
42738,42739,32.0,14,9894,63655
16063,16064,66.0,5,911,103396
53919,53920,25.0,18,9390,102802
9198,9199,9.0,12,13385,40878
23126,23127,10.0,0,6197,2546
75689,75690,164.0,23,13826,83701
70885,70886,42.0,22,8190,30120
103823,103824,6.0,33,4760,82259
27200,27201,7.0,6,10991,84697
103790,103791,78.0,33,4339,102639
33867,33868,105.0,8,3902,99566
31679,31680,7.0,7,15070,20151
46249,46250,26.0,16,15924,43632
36001,36002,35.0,8,13482,24764
100649,100650,84.0,32,4398,30540
45666,45667,52.0,16,10394,67180
9317,9318,45.0,12,12976,48434
100513,100514,37.0,32,4642,3581
95668,95669,54.0,30,10445,22313
26091,26092,70.0,6,4357,90022
20383,20384,10.0,4,8328,47224
42875,42876,18.0,14,13458,46257
79257,79258,28.0,25,3112,28492
15704,15705,107.0,3,14785,470
63343,63344,7.0,20,9179,7711
55199,55200,189.0,18,13890,43460
107504,107505,21.0,34,11840,14461
89493,89494,12.0,28,3289,58490
50697,50698,77.0,17,4842,6419
49388,49389,1.0,17,895,62489
100390,100391,24.0,32,3757,79740
67393,67394,3.0,1,3211,16842
104586,104587,56.0,33,7846,101419
78653,78654,2.0,25,1150,65902
107728,107729,1.0,34,15072,76898
64237,64238,28.0,21,790,97096
70784,70785,61.0,22,7353,93922
109434,109435,7.0,2,7537,20999
110394,110395,148.0,2,11470,5003
62310,62311,8.0,20,5454,3362
44274,44275,95.0,16,3461,45053
60795,60796,10.0,19,13141,88615
31180,31181,108.0,7,10138,66762
12796,12797,39.0,3,359,37017
65889,65890,36.0,21,8184,7393
4625,4626,43.0,11,6021,63470
111366,111367,37.0,2,14575,69885
47116,47117,61.0,15,3194,15726
30781,30782,1.0,7,9167,99469
51690,51691,6.0,17,10403,60890
10871,10872,22.0,13,5529,88232
105398,105399,96.0,33,13101,11828
72826,72827,15.0,23,3533,1312
43396,43397,2.0,14,15654,3410
14316,14317,12.0,3,8395,17176
80626,80627,45.0,25,9105,72649
40885,40886,8.0,14,3056,40851
37070,37071,24.0,10,1025,70033
89465,89466,2.0,28,3631,84634
78777,78778,16.0,25,1861,23082
86482,86483,13.0,27,4915,101328
68976,68977,28.0,1,12944,17467
1811,1812,70.0,9,6102,5898
85234,85235,4.0,26,14922,23682
380,381,6.0,9,1830,11034
53454,53455,41.0,18,3064,8006
68375,68376,79.0,1,7019,14155
55262,55263,215.0,18,13959,26824
96141,96142,26.0,30,13462,33001
102186,102187,20.0,32,13363,30673
100454,100455,8.0,32,4583,97609
52854,52855,12.0,18,780,19336
78568,78569,21.0,25,394,10551
56842,56843,14.0,35,6295,54836
109379,109380,41.0,2,6921,43195
61656,61657,54.0,20,531,96815
34139,34140,165.0,8,4196,23458
15448,15449,19.0,3,14896,37299
1948,1949,5.0,9,6777,74353
1705,1706,41.0,9,5992,1292
26859,26860,21.0,6,7737,43877
39629,39630,13.0,10,13263,46484
82596,82597,32.0,26,3065,49614
75697,75698,167.0,23,13835,25506
69892,69893,86.0,22,3128,100585
106208,106209,15.0,34,4602,79360
55635,55636,377.0,18,14356,49317
8387,8388,19.0,12,9382,23605
101829,101830,15.0,32,12065,17035
49188,49189,40.0,17,387,81886
45182,45183,31.0,16,8960,43937
93296,93297,41.0,29,9043,36476
37451,37452,26.0,10,3682,26010
46192,46193,13.0,16,15985,7186
75686,75687,162.0,23,13823,76618
59433,59434,11.0,19,5026,63905
56368,56369,7.0,35,3078,81457
94962,94963,3.0,30,8172,53766
21317,21318,10.0,4,12407,5590
75903,75904,12.0,24,813,11800
32531,32532,48.0,8,818,13004
68303,68304,57.0,1,6939,13298
7074,7075,88.0,12,3101,92097
84452,84453,88.0,26,11143,45855
81614,81615,25.0,26,1455,17017
83548,83549,1.0,26,8633,32173
56869,56870,16.0,35,6324,56553
6926,6927,7.0,12,3122,68420
78180,78181,71.0,24,13060,23653
83253,83254,42.0,26,6778,71735
93768,93769,76.0,29,13187,22820
6919,6920,3.0,12,3045,70475
105965,105966,9.0,34,3045,90294
31666,31667,5.0,7,15056,17226
5290,5291,9.0,11,10703,44431
83990,83991,26.0,26,10294,65973
42860,42861,13.0,14,13444,9717
14955,14956,74.0,3,10433,66340
14350,14351,29.0,3,8432,30284
42433,42434,9.0,14,9045,53297
12617,12618,1.0,13,15971,72723
95414,95415,3.0,30,10314,53788
66773,66774,5.0,21,15283,98233
58488,58489,14.0,19,1039,102825
70022,70023,129.0,22,3269,58348
42603,42604,3.0,14,10325,55008
54808,54809,18.0,18,13842,36641
5078,5079,26.0,11,9414,81986
93134,93135,7.0,29,9256,71787
14612,14613,10.0,3,9256,98388
2066,2067,17.0,9,6905,96299
50437,50438,17.0,17,4848,70388
410,411,8.0,9,1863,67208
48999,49000,28.0,15,15656,66141
4123,4124,24.0,11,4634,33588
42244,42245,84.0,14,7059,34164
81693,81694,64.0,26,947,35361
12107,12108,16.0,13,12771,19166
24935,24936,32.0,6,1869,40300
11449,11450,62.0,13,7434,63114
45147,45148,19.0,16,9394,21284
102206,102207,22.0,32,13453,69910
56235,56236,4.0,35,2630,79780
65516,65517,15.0,21,6957,99385
74114,74115,143.0,23,7701,9011
16877,16878,31.0,5,5607,10001
42487,42488,12.0,14,9384,92864
44294,44295,99.0,16,3484,80686
55242,55243,202.0,18,13937,60642
40192,40193,16.0,14,810,84319
39230,39231,5.0,10,12545,94828
35227,35228,18.0,8,10074,53033
1792,1793,58.0,9,6082,69199
3975,3976,2.0,11,4247,69474
15626,15627,68.0,3,14700,50038
91018,91019,22.0,28,12132,9671
101154,101155,24.0,32,7806,7348
79460,79461,14.0,25,4221,4444
99171,99172,42.0,31,14610,36021
77257,77258,5.0,24,11047,77425
40215,40216,20.0,14,335,68241
33682,33683,27.0,8,3702,83102
101814,101815,6.0,32,11909,530
31587,31588,12.0,7,14876,49688
78907,78908,37.0,25,1577,77114
43645,43646,37.0,16,381,14993
89598,89599,36.0,28,3069,64025
93133,93134,6.0,29,9245,81020
36552,36553,118.0,8,13778,55229
51205,51206,5.0,17,8472,1636
6688,6689,27.0,12,1465,3837
17036,17037,26.0,5,7283,37909
97223,97224,3.0,31,4558,49250
6827,6828,6.0,12,1948,55283
7790,7791,66.0,12,6193,56833
51006,51007,8.0,17,8136,22932
36229,36230,1.0,8,13542,60136
27154,27155,9.0,6,10503,92455
42610,42611,5.0,14,9918,11700
45598,45599,30.0,16,10896,37266
10405,10406,3.0,13,3998,74743
107091,107092,25.0,34,7265,87781
7174,7175,9.0,12,3964,70809
33414,33415,11.0,8,3256,98
96934,96935,101.0,31,703,4801
106749,106750,23.0,34,5949,87323
4939,4940,2.0,11,7870,63750
64778,64779,8.0,21,3367,93139
48917,48918,11.0,15,15033,66668
79892,79893,9.0,25,7272,25059
91139,91140,53.0,28,13479,43922
42697,42698,19.0,14,9854,32827
95427,95428,6.0,30,9963,64500
81786,81787,88.0,26,1045,46849
62863,62864,13.0,20,6782,54521
74902,74903,60.0,23,9900,84919
71146,71147,64.0,22,9048,69623
99490,99491,82.0,32,910,95321
90906,90907,17.0,28,11602,19715
62233,62234,6.0,20,5236,17485
18127,18128,20.0,5,13174,33875
894,895,1.0,9,4503,98398
2288,2289,15.0,9,9372,1279
47667,47668,69.0,15,6050,64398
82248,82249,10.0,26,2203,52250
47434,47435,18.0,15,4970,53104
80049,80050,5.0,25,7326,87711
101195,101196,29.0,32,7319,49677
7604,7605,25.0,12,5991,25041
16636,16637,4.0,5,5192,36200
24317,24318,81.0,0,13127,41056
9427,9428,14.0,12,13898,8885
11635,11636,44.0,13,8984,47968
99175,99176,42.0,31,14615,33844
10768,10769,18.0,13,5223,50231
44198,44199,85.0,16,3377,4018
69419,69420,51.0,22,348,99389
35204,35205,7.0,8,10303,62328
35990,35991,32.0,8,13470,100199
72604,72605,56.0,23,1644,46842
99272,99273,15.0,32,735,81614
101590,101591,43.0,32,10330,102661
82368,82369,67.0,26,1979,61117
29048,29049,13.0,7,2502,80303
49419,49420,11.0,17,1217,93103
23655,23656,20.0,0,10129,49197
87657,87658,68.0,27,8377,38048
94553,94554,35.0,30,4239,96001
97566,97567,8.0,31,5115,19623
68597,68598,18.0,1,9345,90337
59395,59396,1.0,19,5169,27535
97740,97741,27.0,31,5998,86393
29274,29275,42.0,7,2631,68437
48519,48520,112.0,15,10529,26244
59036,59037,91.0,19,3159,32394
42442,42443,11.0,14,9145,62935
8868,8869,21.0,12,12664,71752
49092,49093,18.0,17,783,15203
104861,104862,148.0,33,8128,90940
74438,74439,9.0,23,9012,58516
61990,61991,11.0,20,4142,15857
34976,34977,28.0,8,8175,30594
52814,52815,1.0,18,424,90119
77353,77354,8.0,24,9323,33245
84243,84244,16.0,26,10916,24620
86708,86709,8.0,27,5312,94003
106976,106977,115.0,34,6194,102930
108618,108619,33.0,2,3047,80781
10857,10858,21.0,13,5514,71034
66815,66816,16.0,21,15658,86728
108766,108767,5.0,2,3731,75498
78542,78543,18.0,25,365,66871
38027,38028,6.0,10,8183,100004
62767,62768,3.0,20,6946,77744
7418,7419,16.0,12,5165,81336
8201,8202,67.0,12,7027,52055
58674,58675,4.0,19,1556,26392
25619,25620,76.0,6,3169,21440
27257,27258,21.0,6,12076,81541
31716,31717,17.0,7,15110,48914
89295,89296,28.0,28,893,2349
65771,65772,78.0,21,7378,13433
100132,100133,45.0,32,3616,48217
84994,84995,44.0,26,14592,9759
40119,40120,4.0,14,358,40202
73418,73419,74.0,23,4439,74594
103674,103675,27.0,33,4607,46228
60098,60099,77.0,19,6879,76185
74360,74361,71.0,23,7902,16680
19916,19917,64.0,4,5417,812
86621,86622,76.0,27,4724,37028
66007,66008,37.0,21,8439,6319
92346,92347,126.0,29,3190,30830
98989,98990,7.0,31,14602,79983
5902,5903,4.0,11,14900,55060
56796,56797,1.0,35,6297,16990
62554,62555,5.0,20,5841,36657
106186,106187,2.0,34,4547,97094
69274,69275,103.0,1,13250,72818
43959,43960,39.0,16,3118,74176
32714,32715,15.0,8,1435,49662
64329,64330,80.0,21,390,97091
3997,3998,4.0,11,3876,63389
19344,19345,29.0,4,4250,20899
22904,22905,21.0,0,4222,39733
54366,54367,39.0,18,10406,15970
109098,109099,1.0,2,6152,66120
35042,35043,39.0,8,7867,61109
76645,76646,21.0,24,4606,50339
24689,24690,53.0,6,439,25030
79186,79187,17.0,25,3036,84685
1880,1881,3.0,9,7190,54621
38033,38034,9.0,10,7870,20524
93797,93798,78.0,29,13216,7235
26721,26722,25.0,6,7285,2728
78201,78202,76.0,24,13083,26214
20488,20489,24.0,4,8630,50384
6222,6223,4.0,12,569,30339
75543,75544,112.0,23,13674,10529
62641,62642,10.0,20,6108,4507
83937,83938,6.0,26,9874,57386
23414,23415,47.0,0,6812,53496
37168,37169,1.0,10,3008,59244
28225,28226,9.0,6,15036,35402
105039,105040,46.0,33,10330,44715
20606,20607,35.0,4,8879,70546
2284,2285,15.0,9,9368,88
85609,85610,10.0,27,1350,25268
49076,49077,17.0,17,713,45354
2154,2155,58.0,9,7000,2328
5428,5429,3.0,11,12231,66950
85478,85479,74.0,27,399,82568
76760,76761,15.0,24,5026,61965
20413,20414,5.0,4,8549,3742
41703,41704,10.0,14,6290,57707
86366,86367,1.0,27,4358,49630
96272,96273,61.0,30,13025,96291
38012,38013,3.0,10,7775,77850
8709,8710,6.0,12,11025,13463
13345,13346,36.0,3,3628,86816
54732,54733,40.0,18,12929,99724
96414,96415,7.0,30,15065,62530
70994,70995,20.0,22,9301,50272
30881,30882,23.0,7,10306,87201
13312,13313,25.0,3,3544,101198
53051,53052,78.0,18,494,102716
96483,96484,2.0,31,391,16494
6233,6234,7.0,12,680,15146
95007,95008,20.0,30,8152,35301
45126,45127,16.0,16,9373,5128
72484,72485,42.0,23,1513,52829
28325,28326,9.0,6,15835,39513
66770,66771,4.0,21,15250,45922
10801,10802,1.0,13,5455,19445
85832,85833,19.0,27,2182,8255
98183,98184,19.0,31,10284,60569
20787,20788,6.0,4,6488,48658
74733,74734,142.0,23,9162,29856
13026,13027,20.0,3,1812,96593
55435,55436,282.0,18,14139,74966
75391,75392,30.0,23,14220,53456
26395,26396,65.0,6,6047,75935
41813,41814,28.0,14,5990,88323
38760,38761,74.0,10,9080,25577
8157,8158,60.0,12,6978,53558
97558,97559,8.0,31,5026,51968
6544,6545,16.0,12,1436,11773
66136,66137,44.0,21,9381,103570
99210,99211,43.0,32,291,5246
107566,107567,44.0,34,10979,32313
101291,101292,35.0,32,7425,16449
86228,86229,20.0,27,4253,4393
52174,52175,7.0,17,12601,53258
6685,6686,25.0,12,1462,42996
85170,85171,74.0,26,14770,26700
105356,105357,86.0,33,13056,80035
91752,91753,53.0,29,1046,71918
74082,74083,137.0,23,7666,35836
449,450,10.0,9,1482,57786
39076,39077,5.0,10,11801,22879
9519,9520,5.0,12,14769,60898
105563,105564,2.0,34,336,86227
68762,68763,49.0,1,9062,85658
40063,40064,83.0,10,13854,7516
52428,52429,10.0,17,14842,78518
44323,44324,104.0,16,3515,81072
58843,58844,3.0,19,3178,64074
79133,79134,5.0,25,3466,2962
67418,67419,5.0,1,3489,7542
67385,67386,3.0,1,3122,66988
97567,97568,8.0,31,5126,24768
104685,104686,94.0,33,7947,97663
21533,21534,5.0,4,9552,43258
69688,69689,20.0,22,1836,97547
65290,65291,13.0,21,4336,50877
110101,110102,78.0,2,11157,26119
4418,4419,17.0,11,5205,56490
109532,109533,20.0,2,7323,103098
25178,25179,24.0,6,2760,82843
67340,67341,34.0,1,1432,100284
9277,9278,29.0,12,12935,96932
99068,99069,29.0,31,14889,49643
22541,22542,7.0,0,339,13008
84425,84426,83.0,26,11112,1952
92007,92008,112.0,29,1318,6251
3066,3067,27.0,9,15104,25225
107603,107604,47.0,34,11019,13472
25257,25258,3.0,6,2904,12793
81977,81978,54.0,26,1537,9296
53353,53354,2.0,18,3244,12372
976,977,19.0,9,4272,34936
19960,19961,8.0,4,5633,17883
17670,17671,1.0,5,8945,35604
51579,51580,3.0,17,10007,20625
51244,51245,16.0,17,8573,73237
31802,31803,28.0,7,14984,102040
95754,95755,72.0,30,10540,68244
90011,90012,2.0,28,7281,48967
24040,24041,9.0,0,13141,2546
108407,108408,93.0,2,1244,89806
5681,5682,1.0,11,14514,51006
29261,29262,41.0,7,2616,30951
22396,22397,128.0,4,13877,51040
53459,53460,44.0,18,3070,14815
29036,29037,13.0,7,2490,20086
68001,68002,56.0,1,6005,74320
91260,91261,44.0,28,14242,77002
26340,26341,57.0,6,5985,67969
21252,21253,2.0,4,12064,75016
2236,2237,1.0,9,9385,68401
95207,95208,22.0,30,8208,47933
63262,63263,13.0,20,8397,91410
37166,37167,1.0,10,3006,53902
81203,81204,1.0,25,15572,47821
104735,104736,107.0,33,8001,94882
69763,69764,22.0,22,3603,103165
76317,76318,23.0,24,4679,26989
3794,3795,1.0,11,2486,15339
44441,44442,3.0,16,6230,71381
63404,63405,19.0,20,9410,83747
48257,48258,8.0,15,10470,7371
86388,86389,3.0,27,4583,70019
78008,78009,24.0,24,13451,43225
82470,82471,1.0,26,3609,57025
85639,85640,25.0,27,1438,56853
286,287,59.0,9,941,79422
26071,26072,65.0,6,4335,31186
6737,6738,45.0,12,1514,87160
17048,17049,28.0,5,6762,69258
104043,104044,52.0,33,5373,16855
111262,111263,9.0,2,14848,26237
20638,20639,2.0,4,6393,3604
78929,78930,41.0,25,1600,7714
52383,52384,2.0,17,14866,47955
44029,44030,52.0,16,3195,60851
47888,47889,30.0,15,6759,82001
111145,111146,19.0,2,13558,103272
21681,21682,31.0,4,9595,28468
57907,57908,63.0,35,10524,20099
1245,1246,100.0,9,4808,100338
103949,103950,5.0,33,5354,73693
87971,87972,1.0,27,11898,52402
37786,37787,1.0,10,5942,43812
69645,69646,7.0,22,1534,87860
85934,85935,7.0,27,2454,25237
50177,50178,37.0,17,3060,60130
9513,9514,4.0,12,14702,43492
38755,38756,71.0,10,9074,71958
63037,63038,39.0,20,6971,81673
24427,24428,121.0,0,13247,10507
4902,4903,18.0,11,7795,70553
9258,9259,26.0,12,12917,52723
3071,3072,27.0,9,15110,41119
59497,59498,29.0,19,4658,66924
77694,77695,14.0,24,10351,9217
30942,30943,46.0,7,9887,81634
108532,108533,13.0,2,3211,58477
84982,84983,43.0,26,14581,90767
77816,77817,49.0,24,12169,23159
108666,108667,42.0,2,3098,40257
88295,88296,9.0,27,14843,71188
92336,92337,121.0,29,3179,72173
18685,18686,28.0,4,1206,48188
77011,77012,53.0,24,8340,30632
71637,71638,90.0,22,13078,99502
29224,29225,36.0,7,2576,86841
67987,67988,51.0,1,5990,56608
34876,34877,9.0,8,7806,52354
18926,18927,24.0,4,1842,17860
99783,99784,5.0,32,1498,50067
73083,73084,81.0,23,3254,100900
801,802,17.0,9,4109,101934
33522,33523,1.0,8,3753,46199
48568,48569,128.0,15,10579,73055
93691,93692,54.0,29,13106,59420
12283,12284,5.0,13,13876,3061
7337,7338,3.0,12,5158,76236
13617,13618,31.0,3,4605,47572
39641,39642,19.0,10,13396,27359
46664,46665,87.0,15,1107,18491
47595,47596,59.0,15,5972,10614
106152,106153,1.0,34,4480,95093
92868,92869,32.0,29,7260,98269
97943,97944,4.0,31,7168,44775
97906,97907,1.0,31,6769,69248
108686,108687,46.0,2,3120,58851
477,478,17.0,9,1510,33282
70087,70088,12.0,22,3820,98451
58354,58355,23.0,35,16100,11776
26147,26148,80.0,6,4420,46005
100940,100941,24.0,32,7275,93528
64787,64788,12.0,21,3466,97291
56373,56374,7.0,35,3133,39850
80254,80255,31.0,25,7417,81077
58100,58101,17.0,35,14850,72833
87989,87990,10.0,27,12076,77755
106991,106992,121.0,34,6211,96155
41819,41820,31.0,14,5996,55971
53171,53172,36.0,18,1420,20443
81175,81176,1.0,25,15272,64791
8742,8743,16.0,12,11369,67882
22921,22922,30.0,0,4241,2546
40348,40349,48.0,14,479,32961
29201,29202,32.0,7,2550,27640
64644,64645,32.0,21,2196,33167
97039,97040,4.0,31,3333,90487
47248,47249,7.0,15,3720,1688
77561,77562,58.0,24,9881,97017
41721,41722,13.0,14,6310,78486
54529,54530,93.0,18,10580,88848
4838,4839,3.0,11,7315,57565
78015,78016,26.0,24,13458,41377
34138,34139,165.0,8,4195,2143
43198,43199,39.0,14,14543,989
78204,78205,76.0,24,13087,51744
15506,15507,29.0,3,14572,77887
99312,99313,29.0,32,810,55419
26208,26209,10.0,6,6019,64380
61829,61830,34.0,20,1497,22828
28464,28465,48.0,6,15780,43568
94909,94910,1.0,30,7625,7441
46120,46121,20.0,16,15843,70116
50901,50902,10.0,17,7258,68884
41142,41143,17.0,14,4223,89619
3102,3103,28.0,9,14926,102317
98393,98394,10.0,31,10877,90020
83726,83727,29.0,26,8714,7056
16922,16923,1.0,5,5930,50167
10926,10927,10.0,13,6208,18331
35232,35233,1.0,8,10447,31694
70953,70954,1.0,22,8945,19406
27707,27708,5.0,6,12607,23523
92253,92254,88.0,29,3090,311
50053,50054,4.0,17,3609,35137
95948,95949,144.0,30,10749,43860
111098,111099,11.0,2,14175,79975
63210,63211,12.0,20,8185,85498
54991,54992,84.0,18,13670,71905
51124,51125,39.0,17,7882,6827
30320,30321,15.0,7,7841,21076
20497,20498,26.0,4,8468,39771
100930,100931,23.0,32,7264,50403
37672,37673,10.0,10,5171,49697
31797,31798,26.0,7,14979,93245
55066,55067,134.0,18,13746,11303
39645,39646,22.0,10,13439,88064
71417,71418,4.0,22,13218,32482
80776,80777,4.0,25,13274,5491
92397,92398,137.0,29,3246,11719
26446,26447,89.0,6,6099,64011
23448,23449,52.0,0,6849,28129
16089,16090,75.0,5,940,94486
58614,58615,75.0,19,913,8876
